Gene,Cell,Log2FoldChange_5to70,P_value_5to70,-log10(P_value)_5to70
lncRNA:CR44234,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44236,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44241,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44258,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44260,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44262,ensheathing glial cell,19.311453,1.0,-0.0
lncRNA:CR44263,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44264,ensheathing glial cell,19.360542,1.0,-0.0
lncRNA:CR44265,ensheathing glial cell,21.287306,1.0,-0.0
lncRNA:CR44268,ensheathing glial cell,3.3188133,1.0,-0.0
lncRNA:CR44269,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44272,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44273,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44274,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44276,ensheathing glial cell,19.017838,1.0,-0.0
lncRNA:CR44277,ensheathing glial cell,22.00367,1.0,-0.0
lncRNA:CR44278,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44279,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44281,ensheathing glial cell,20.425426,1.0,-0.0
lncRNA:CR44282,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44283,ensheathing glial cell,2.6064894,1.0,-0.0
lncRNA:CR44284,ensheathing glial cell,1.0210402,1.0,-0.0
lncRNA:CR44285,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44288,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44289,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44292,ensheathing glial cell,20.093002,1.0,-0.0
lncRNA:CR44294,ensheathing glial cell,-0.2987172,1.0,-0.0
lncRNA:CR44295,ensheathing glial cell,1.6943438,1.0,-0.0
lncRNA:CR44298,ensheathing glial cell,0.041267466,1.0,-0.0
lncRNA:CR44299,ensheathing glial cell,20.397926,1.0,-0.0
lncRNA:CR44300,ensheathing glial cell,19.82687,1.0,-0.0
lncRNA:CR44301,ensheathing glial cell,-20.592573,1.0,-0.0
lncRNA:CR44302,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44305,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44306,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44307,ensheathing glial cell,23.225069,1.0,-0.0
lncRNA:CR44308,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44309,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44310,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44311,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44312,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44315,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44316,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44317,ensheathing glial cell,23.539175,1.0,-0.0
lncRNA:CR44318,ensheathing glial cell,20.245474,1.0,-0.0
lncRNA:CR44319,ensheathing glial cell,20.438473,1.0,-0.0
lncRNA:CR44320,ensheathing glial cell,1.0026593,1.0,-0.0
lncRNA:CR44322,ensheathing glial cell,-20.656641,1.0,-0.0
lncRNA:CR44323,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44324,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44326,ensheathing glial cell,-0.8123846,1.0,-0.0
lncRNA:CR44330,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44331,ensheathing glial cell,1.7519438,1.0,-0.0
lncRNA:CR44332,ensheathing glial cell,20.034794,1.0,-0.0
lncRNA:CR44333,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44334,ensheathing glial cell,19.78902,1.0,-0.0
lncRNA:CR44337,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44338,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44339,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44343,ensheathing glial cell,19.052124,1.0,-0.0
lncRNA:CR44344,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44345,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44346,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44347,ensheathing glial cell,-0.8646055,1.0,-0.0
lncRNA:CR44348,ensheathing glial cell,0.957569,1.0,-0.0
lncRNA:CR44349,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44350,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44353,ensheathing glial cell,1.8701774,1.0,-0.0
lncRNA:CR44354,ensheathing glial cell,19.569986,1.0,-0.0
lncRNA:CR44357,ensheathing glial cell,1.3323357,1.0,-0.0
lncRNA:CR44360,ensheathing glial cell,20.728096,1.0,-0.0
lncRNA:CR44363,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44365,ensheathing glial cell,-0.7483475,1.0,-0.0
lncRNA:CR44366,ensheathing glial cell,21.170464,1.0,-0.0
lncRNA:CR44369,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44373,ensheathing glial cell,19.405884,1.0,-0.0
lncRNA:CR44376,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44377,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44379,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44380,ensheathing glial cell,19.073227,1.0,-0.0
lncRNA:CR44384,ensheathing glial cell,1.385078,1.0,-0.0
lncRNA:CR44387,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44389,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44392,ensheathing glial cell,1.248614,1.0,-0.0
lncRNA:CR44393,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44395,ensheathing glial cell,20.172997,1.0,-0.0
lncRNA:CR44396,ensheathing glial cell,-0.38223606,1.0,-0.0
lncRNA:CR44397,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44398,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44400,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44401,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44407,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44408,ensheathing glial cell,20.05505,1.0,-0.0
lncRNA:CR44409,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44410,ensheathing glial cell,-20.643219,1.0,-0.0
lncRNA:CR44411,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44412,ensheathing glial cell,19.293858,1.0,-0.0
lncRNA:CR44413,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44415,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44417,ensheathing glial cell,1.4016777,0.014293389459370526,1.8448647726818435
lncRNA:CR44418,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44419,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44420,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44423,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44430,ensheathing glial cell,22.45995,1.0,-0.0
lncRNA:CR44440,ensheathing glial cell,1.9793115,1.0,-0.0
lncRNA:CR44441,ensheathing glial cell,1.5171176,1.0,-0.0
lncRNA:CR44442,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44443,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44444,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44445,ensheathing glial cell,-0.89175457,1.0,-0.0
lncRNA:CR44446,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44447,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44448,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44450,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44451,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44453,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44455,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44457,ensheathing glial cell,-20.547476,1.0,-0.0
lncRNA:CR44458,ensheathing glial cell,1.6181319,1.0,-0.0
lncRNA:CR44459,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44460,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44461,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44462,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44463,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44464,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44465,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44466,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44467,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44468,ensheathing glial cell,20.01406,1.0,-0.0
lncRNA:CR44470,ensheathing glial cell,19.462725,1.0,-0.0
lncRNA:CR44471,ensheathing glial cell,3.1229463,1.0,-0.0
lncRNA:CR44472,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44473,ensheathing glial cell,23.648212,1.0,-0.0
lncRNA:CR44474,ensheathing glial cell,0.27116954,1.0,-0.0
lncRNA:CR44478,ensheathing glial cell,20.267967,1.0,-0.0
lncRNA:CR44479,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44480,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44481,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44483,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44484,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44485,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44486,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44487,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44488,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44489,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44490,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44491,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44492,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44493,ensheathing glial cell,20.521215,1.0,-0.0
lncRNA:CR44494,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44495,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44496,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44497,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44498,ensheathing glial cell,19.718252,1.0,-0.0
lncRNA:CR44499,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44500,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44501,ensheathing glial cell,19.472168,1.0,-0.0
lncRNA:CR44502,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44503,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44505,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44506,ensheathing glial cell,21.604448,1.0,-0.0
lncRNA:CR44507,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44510,ensheathing glial cell,19.304544,1.0,-0.0
lncRNA:CR44511,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44513,ensheathing glial cell,21.033215,1.0,-0.0
lncRNA:CR44514,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44515,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44517,ensheathing glial cell,18.52636,1.0,-0.0
lncRNA:CR44518,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44519,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44520,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44522,ensheathing glial cell,-0.81848484,1.0,-0.0
lncRNA:CR44523,ensheathing glial cell,-20.699903,1.0,-0.0
lncRNA:CR44524,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44525,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44526,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44527,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44528,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44529,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44531,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44534,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44535,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44536,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44537,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44538,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44539,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44540,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44541,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44542,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44543,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44544,ensheathing glial cell,-2.7839901,1.0,-0.0
lncRNA:CR44545,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44546,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44547,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44548,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44552,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44553,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44554,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44555,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44557,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44558,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44559,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44560,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44561,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44562,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44564,ensheathing glial cell,19.16818,1.0,-0.0
lncRNA:CR44565,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44566,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44567,ensheathing glial cell,21.78101,1.0,-0.0
lncRNA:CR44568,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44570,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44571,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44572,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44573,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44575,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44576,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44577,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44578,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44580,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44581,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44582,ensheathing glial cell,0.26897672,1.0,-0.0
lncRNA:CR44584,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44587,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44589,ensheathing glial cell,21.832367,1.0,-0.0
lncRNA:CR44590,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44591,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44593,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44594,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44595,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44596,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44597,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44598,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44601,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44602,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44603,ensheathing glial cell,20.329126,1.0,-0.0
lncRNA:CR44604,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44605,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44606,ensheathing glial cell,0.83821094,1.0,-0.0
lncRNA:CR44607,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44608,ensheathing glial cell,-0.8408643,1.0,-0.0
lncRNA:CR44610,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44611,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44612,ensheathing glial cell,0.3563204,1.0,-0.0
lncRNA:CR44613,ensheathing glial cell,-0.30389005,1.0,-0.0
lncRNA:CR44614,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44615,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44616,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44617,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44618,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44619,ensheathing glial cell,0.7534551,1.0,-0.0
lncRNA:CR44620,ensheathing glial cell,-21.827364,1.0,-0.0
lncRNA:CR44621,ensheathing glial cell,18.637339,1.0,-0.0
lncRNA:CR44627,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44628,ensheathing glial cell,18.801,1.0,-0.0
lncRNA:CR44630,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44631,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44632,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44633,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44634,ensheathing glial cell,21.088522,1.0,-0.0
lncRNA:CR44635,ensheathing glial cell,24.161798,1.0,-0.0
lncRNA:CR44636,ensheathing glial cell,0.8227825,1.0,-0.0
lncRNA:CR44638,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44640,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44641,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44642,ensheathing glial cell,-20.949219,1.0,-0.0
lncRNA:CR44643,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44644,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44645,ensheathing glial cell,-1.2010524,1.0,-0.0
lncRNA:CR44646,ensheathing glial cell,19.293858,1.0,-0.0
lncRNA:CR44647,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44648,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44649,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44650,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44651,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44654,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44655,ensheathing glial cell,19.77837,1.0,-0.0
lncRNA:CR44657,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44660,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44661,ensheathing glial cell,0.35830107,1.0,-0.0
lncRNA:CR44662,ensheathing glial cell,-0.32629535,1.0,-0.0
lncRNA:CR44663,ensheathing glial cell,-0.8534622,1.0,-0.0
lncRNA:CR44664,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44665,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44667,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44669,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44670,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44671,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44672,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44673,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44674,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44675,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44676,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44677,ensheathing glial cell,20.590105,1.0,-0.0
lncRNA:CR44679,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44680,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44681,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44682,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44683,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44684,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44686,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44687,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44688,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44689,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44691,ensheathing glial cell,19.359623,1.0,-0.0
lncRNA:CR44692,ensheathing glial cell,1.9290483,1.0,-0.0
lncRNA:CR44693,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44694,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44695,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44696,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44697,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44698,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44699,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44701,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44702,ensheathing glial cell,20.127012,1.0,-0.0
lncRNA:CR44707,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44708,ensheathing glial cell,-0.4759526,1.0,-0.0
lncRNA:CR44709,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44710,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44711,ensheathing glial cell,-20.812057,1.0,-0.0
lncRNA:CR44712,ensheathing glial cell,20.672125,1.0,-0.0
lncRNA:CR44713,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44714,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44715,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44716,ensheathing glial cell,-1.1334577,1.0,-0.0
lncRNA:CR44717,ensheathing glial cell,20.92561,1.0,-0.0
lncRNA:CR44718,ensheathing glial cell,20.680237,1.0,-0.0
lncRNA:CR44719,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44720,ensheathing glial cell,1.7365417,1.0,-0.0
lncRNA:CR44721,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44722,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44723,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44725,ensheathing glial cell,20.574903,1.0,-0.0
lncRNA:CR44726,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44727,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44728,ensheathing glial cell,19.21822,1.0,-0.0
lncRNA:CR44729,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44730,ensheathing glial cell,20.623426,1.0,-0.0
lncRNA:CR44731,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44732,ensheathing glial cell,19.608826,1.0,-0.0
lncRNA:CR44733,ensheathing glial cell,19.148836,1.0,-0.0
lncRNA:CR44737,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44738,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44739,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44741,ensheathing glial cell,-0.9487745,1.0,-0.0
lncRNA:CR44742,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44743,ensheathing glial cell,19.285404,1.0,-0.0
lncRNA:CR44744,ensheathing glial cell,1.1967056,1.0,-0.0
lncRNA:CR44745,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44747,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44748,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44749,ensheathing glial cell,0.019714763,1.0,-0.0
lncRNA:CR44750,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44751,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44752,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44753,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44754,ensheathing glial cell,-0.07894594,1.0,-0.0
lncRNA:CR44755,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44756,ensheathing glial cell,-1.9220064,1.0,-0.0
lncRNA:CR44757,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44758,ensheathing glial cell,18.796677,1.0,-0.0
lncRNA:CR44759,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44760,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44761,ensheathing glial cell,20.295065,1.0,-0.0
lncRNA:CR44763,ensheathing glial cell,19.554539,1.0,-0.0
lncRNA:CR44764,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44765,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44766,ensheathing glial cell,21.862986,1.0,-0.0
lncRNA:CR44768,ensheathing glial cell,0.6056127,1.0,-0.0
lncRNA:CR44769,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44770,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44771,ensheathing glial cell,19.432543,1.0,-0.0
lncRNA:CR44772,ensheathing glial cell,18.600409,1.0,-0.0
lncRNA:CR44773,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44775,ensheathing glial cell,19.7564,1.0,-0.0
lncRNA:CR44776,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44777,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44778,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44779,ensheathing glial cell,1.95612,0.01487021688680834,1.8276826971097109
lncRNA:CR44780,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44781,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44784,ensheathing glial cell,20.100512,1.0,-0.0
lncRNA:CR44785,ensheathing glial cell,-1.2263652,1.0,-0.0
lncRNA:CR44786,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44791,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44795,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44796,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44797,ensheathing glial cell,20.208868,1.0,-0.0
lncRNA:CR44798,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44801,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44802,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44803,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44804,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44805,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44808,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44809,ensheathing glial cell,22.831928,1.0,-0.0
lncRNA:CR44810,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44811,ensheathing glial cell,1.5189128,1.0,-0.0
lncRNA:CR44813,ensheathing glial cell,-0.3931771,1.0,-0.0
lncRNA:CR44814,ensheathing glial cell,0.0,1.0,-0.0
lncRNA:CR44816,ensheathing glial cell,1.6964053,1.0,-0.0
lncRNA:CR44817,ensheathing glial cell,1.1243192,1.0,-0.0
lncRNA:CR44819,ensheathing glial cell,0.0,1.0,-0.0
